Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Source
Regulation of Hyaluronan Biosynthetic Process (GO:1900125)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	PDGFB	GO_Biological_Process_2025
Cellular Response to Interleukin-18 (GO:0071351)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	PDGFB	GO_Biological_Process_2025
Positive Regulation of Protein Localization to Chromosome, Telomeric Region (GO:1904816)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	GNL3	GO_Biological_Process_2025
Regulation of miRNA Catabolic Process (GO:2000625)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	ZC3H12A	GO_Biological_Process_2025
Amylin Receptor Signaling Pathway (GO:0097647)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	RAMP3	GO_Biological_Process_2025
Interleukin-18-Mediated Signaling Pathway (GO:0035655)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	PDGFB	GO_Biological_Process_2025
Negative Regulation of T-helper 17 Type Immune Response (GO:2000317)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	ZC3H12A	GO_Biological_Process_2025
Regulation of Protein Localization to Chromosome, Telomeric Region (GO:1904814)	1/5	0.00449229270839297	0.04320528575425	0	0	293.794117647059	1588.07239728978	GNL3	GO_Biological_Process_2025
Cellular Response to Oxygen-Containing Compound (GO:1901701)	3/384	0.00462502071869103	0.0432109078574847	0	0	10.2892388451444	55.3177716899318	RAMP3;ZC3H12A;PDGFB	GO_Biological_Process_2025
Regulation of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063)	1/6	0.00538846593898824	0.0447713940914583	0	0	235.023529411765	1227.6441242999	PDGFB	GO_Biological_Process_2025
Aldehyde Biosynthetic Process (GO:0046184)	1/6	0.00538846593898824	0.0447713940914583	0	0	235.023529411765	1227.6441242999	TKT	GO_Biological_Process_2025
Regulation of Protein Deubiquitination (GO:0090085)	1/6	0.00538846593898824	0.0447713940914583	0	0	235.023529411765	1227.6441242999	ZC3H12A	GO_Biological_Process_2025
Glyceraldehyde-3-Phosphate Metabolic Process (GO:0019682)	1/7	0.0062838777740326	0.0447713940914583	0	0	195.843137254902	992.879272061154	TKT	GO_Biological_Process_2025
Response to Angiotensin (GO:1990776)	1/7	0.0062838777740326	0.0447713940914583	0	0	195.843137254902	992.879272061154	SMAD3	GO_Biological_Process_2025
Positive Regulation of cAMP/PKA Signal Transduction (GO:0141163)	1/7	0.0062838777740326	0.0447713940914583	0	0	195.843137254902	992.879272061154	RAMP3	GO_Biological_Process_2025
Negative Regulation of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905064)	1/7	0.0062838777740326	0.0447713940914583	0	0	195.843137254902	992.879272061154	PDGFB	GO_Biological_Process_2025
Negative Regulation of Nitric Oxide Biosynthetic Process (GO:0045019)	1/8	0.0071785287204102	0.0447713940914583	0	0	167.857142857143	828.65378226444	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Nitric Oxide Metabolic Process (GO:1904406)	1/8	0.0071785287204102	0.0447713940914583	0	0	167.857142857143	828.65378226444	ZC3H12A	GO_Biological_Process_2025
Cellular Response to Platelet-Derived Growth Factor Stimulus (GO:0036120)	1/8	0.0071785287204102	0.0447713940914583	0	0	167.857142857143	828.65378226444	PDGFB	GO_Biological_Process_2025
Regulation of miRNA Metabolic Process (GO:2000628)	1/8	0.0071785287204102	0.0447713940914583	0	0	167.857142857143	828.65378226444	SMAD3	GO_Biological_Process_2025
Positive Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)	1/8	0.0071785287204102	0.0447713940914583	0	0	167.857142857143	828.65378226444	PDGFB	GO_Biological_Process_2025
Embryonic Placenta Development (GO:0001892)	1/8	0.0071785287204102	0.0447713940914583	0	0	167.857142857143	828.65378226444	PDGFB	GO_Biological_Process_2025
Positive Regulation of Metabolic Process (GO:0009893)	2/147	0.00759963572899065	0.0447713940914583	0	0	17.1008620689655	83.4463064704165	ZC3H12A;PDGFB	GO_Biological_Process_2025
Cellular Response to Growth Factor Stimulus (GO:0071363)	2/150	0.00790147456562771	0.0447713940914583	0	0	16.7516891891892	81.0900004091316	SMAD3;PDGFB	GO_Biological_Process_2025
Calcitonin Family Receptor Signaling Pathway (GO:0097646)	1/9	0.00807241931005015	0.0447713940914583	0	0	146.867647058824	707.79955270199	RAMP3	GO_Biological_Process_2025
Positive Regulation of Protein Autophosphorylation (GO:0031954)	1/9	0.00807241931005015	0.0447713940914583	0	0	146.867647058824	707.79955270199	PDGFB	GO_Biological_Process_2025
Response to Platelet-Derived Growth Factor (GO:0036119)	1/9	0.00807241931005015	0.0447713940914583	0	0	146.867647058824	707.79955270199	PDGFB	GO_Biological_Process_2025
Positive Regulation of Receptor Recycling (GO:0001921)	1/9	0.00807241931005015	0.0447713940914583	0	0	146.867647058824	707.79955270199	RAMP3	GO_Biological_Process_2025
Negative Regulation of T-helper Cell Differentiation (GO:0045623)	1/9	0.00807241931005015	0.0447713940914583	0	0	146.867647058824	707.79955270199	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	2/153	0.00820868773713541	0.0447713940914583	0	0	16.4163907284768	78.8407376620958	RAMP3;PDGFB	GO_Biological_Process_2025
Cell Proliferation in Forebrain (GO:0021846)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	NUMBL	GO_Biological_Process_2025
Positive Regulation of Lipid Localization (GO:1905954)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	ZC3H12A	GO_Biological_Process_2025
Regulation of Extracellular Matrix Assembly (GO:1901201)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	SMAD3	GO_Biological_Process_2025
miRNA Catabolic Process (GO:0010587)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Protein Sumoylation (GO:0033235)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	GNL3	GO_Biological_Process_2025
Regulation of T-helper 17 Cell Differentiation (GO:2000319)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Smooth Muscle Cell Differentiation (GO:0051151)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	PDGFB	GO_Biological_Process_2025
Negative Regulation by Host of Viral Genome Replication (GO:0044828)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of T-helper 17 Cell Differentiation (GO:2000320)	1/10	0.00896555009334736	0.0447713940914583	0	0	130.542483660131	615.425022203049	ZC3H12A	GO_Biological_Process_2025
+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	2/162	0.00916229527584484	0.0447713940914583	0	0	15.4859375	72.6702171027112	RAMP3;PDGFB	GO_Biological_Process_2025
Pentose-Phosphate Shunt (GO:0006098)	1/11	0.0098579216348165	0.0447713940914583	0	0	117.482352941176	542.707370381435	TKT	GO_Biological_Process_2025
Negative Regulation of Heart Contraction (GO:0045822)	1/11	0.0098579216348165	0.0447713940914583	0	0	117.482352941176	542.707370381435	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of mRNA Metabolic Process (GO:1903313)	1/11	0.0098579216348165	0.0447713940914583	0	0	117.482352941176	542.707370381435	ZC3H12A	GO_Biological_Process_2025
Nodal Signaling Pathway (GO:0038092)	1/11	0.0098579216348165	0.0447713940914583	0	0	117.482352941176	542.707370381435	SMAD3	GO_Biological_Process_2025
Positive Regulation of Execution Phase of Apoptosis (GO:1900119)	1/11	0.0098579216348165	0.0447713940914583	0	0	117.482352941176	542.707370381435	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Extracellular Matrix Assembly (GO:1901203)	1/11	0.0098579216348165	0.0447713940914583	0	0	117.482352941176	542.707370381435	SMAD3	GO_Biological_Process_2025
Regulation of Macromolecule Biosynthetic Process (GO:0010556)	2/170	0.010049738815239	0.0450173231860705	0	0	14.7425595238095	67.8188495990782	TRIM4;ZC3H12A	GO_Biological_Process_2025
Regulation of Transforming Growth Factor Beta Production (GO:0071634)	1/12	0.0107495345067082	0.046251286627547	0	0	106.79679144385	484.098409887525	SMAD3	GO_Biological_Process_2025
NADPH Regeneration (GO:0006740)	1/12	0.0107495345067082	0.046251286627547	0	0	106.79679144385	484.098409887525	TKT	GO_Biological_Process_2025
Primary miRNA Processing (GO:0031053)	1/12	0.0107495345067082	0.046251286627547	0	0	106.79679144385	484.098409887525	SMAD3	GO_Biological_Process_2025
Cellular Response to Arsenic-Containing Substance (GO:0071243)	1/13	0.0116403892865311	0.046992682675255	0	0	97.8921568627451	435.940635469407	ZC3H12A	GO_Biological_Process_2025
Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	1/13	0.0116403892865311	0.046992682675255	0	0	97.8921568627451	435.940635469407	PDGFB	GO_Biological_Process_2025
Positive Regulation of Calcium Ion Import (GO:0090280)	1/13	0.0116403892865311	0.046992682675255	0	0	97.8921568627451	435.940635469407	PDGFB	GO_Biological_Process_2025
Regulation of Protein Autophosphorylation (GO:0031952)	1/13	0.0116403892865311	0.046992682675255	0	0	97.8921568627451	435.940635469407	PDGFB	GO_Biological_Process_2025
Negative Regulation of Cell Activation (GO:0050866)	1/13	0.0116403892865311	0.046992682675255	0	0	97.8921568627451	435.940635469407	PDGFB	GO_Biological_Process_2025
miRNA Metabolic Process (GO:0010586)	1/14	0.0125304865571367	0.0476449895835314	0	0	90.3574660633484	395.728716189981	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Muscle Cell Apoptotic Process (GO:0010656)	1/14	0.0125304865571367	0.0476449895835314	0	0	90.3574660633484	395.728716189981	ZC3H12A	GO_Biological_Process_2025
Response to Chemokine (GO:1990868)	1/14	0.0125304865571367	0.0476449895835314	0	0	90.3574660633484	395.728716189981	ZC3H12A	GO_Biological_Process_2025
Negative Regulation by Host of Viral Process (GO:0044793)	1/14	0.0125304865571367	0.0476449895835314	0	0	90.3574660633484	395.728716189981	ZC3H12A	GO_Biological_Process_2025
Regulation of cAMP/PKA Signal Transduction (GO:0141161)	1/14	0.0125304865571367	0.0476449895835314	0	0	90.3574660633484	395.728716189981	RAMP3	GO_Biological_Process_2025
Regulation of Execution Phase of Apoptosis (GO:1900117)	1/15	0.0134198269051201	0.0493065550334187	0	0	83.8991596638656	361.691126934933	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Macrophage Activation (GO:0043031)	1/15	0.0134198269051201	0.0493065550334187	0	0	83.8991596638656	361.691126934933	ZC3H12A	GO_Biological_Process_2025
Retinal Metabolic Process (GO:0042574)	1/15	0.0134198269051201	0.0493065550334187	0	0	83.8991596638656	361.691126934933	BCO2	GO_Biological_Process_2025
Positive Regulation of Lipid Storage (GO:0010884)	1/16	0.014308410919695	0.0501936385405868	0	0	78.3019607843137	332.541203188491	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Platelet Activation (GO:0010544)	1/16	0.014308410919695	0.0501936385405868	0	0	78.3019607843137	332.541203188491	PDGFB	GO_Biological_Process_2025
Heart Process (GO:0003015)	1/16	0.014308410919695	0.0501936385405868	0	0	78.3019607843137	332.541203188491	RAMP3	GO_Biological_Process_2025
Negative Regulation of Signaling Receptor Activity (GO:2000272)	1/16	0.014308410919695	0.0501936385405868	0	0	78.3019607843137	332.541203188491	RAMP3	GO_Biological_Process_2025
3'-UTR-mediated mRNA Destabilization (GO:0061158)	1/17	0.0151962391911868	0.0501936385405868	0	0	73.4044117647059	307.322786835323	ZC3H12A	GO_Biological_Process_2025
Regulation of Receptor Recycling (GO:0001919)	1/17	0.0151962391911868	0.0501936385405868	0	0	73.4044117647059	307.322786835323	RAMP3	GO_Biological_Process_2025
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	1/17	0.0151962391911868	0.0501936385405868	0	0	73.4044117647059	307.322786835323	PDGFB	GO_Biological_Process_2025
Glucose 6-Phosphate Metabolic Process (GO:0051156)	1/17	0.0151962391911868	0.0501936385405868	0	0	73.4044117647059	307.322786835323	TKT	GO_Biological_Process_2025
Positive Regulation of Smooth Muscle Cell Migration (GO:0014911)	1/17	0.0151962391911868	0.0501936385405868	0	0	73.4044117647059	307.322786835323	PDGFB	GO_Biological_Process_2025
Regulation of Protein Sumoylation (GO:0033233)	1/17	0.0151962391911868	0.0501936385405868	0	0	73.4044117647059	307.322786835323	GNL3	GO_Biological_Process_2025
SMAD Protein Signal Transduction (GO:0060395)	1/18	0.0160833123117468	0.052592431259412	0	0	69.083044982699	285.311113776863	SMAD3	GO_Biological_Process_2025
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	2/219	0.0162717386070958	0.0526817675695082	0	0	11.3853686635945	46.8886541371504	RAMP3;PDGFB	GO_Biological_Process_2025
Regulation of ERK1 and ERK2 Cascade (GO:0070372)	2/223	0.0168372315439286	0.0538744591916482	0	0	11.177036199095	45.6488341320135	RAMP3;PDGFB	GO_Biological_Process_2025
Regulation of Smooth Muscle Cell Migration (GO:0014910)	1/19	0.01696963087688	0.0538744591916482	0	0	65.2418300653595	265.947225984943	PDGFB	GO_Biological_Process_2025
Cellular Response to Fatty Acid (GO:0071398)	1/20	0.0178551954764704	0.0561408550077484	0	0	61.8049535603715	248.793414712821	ZC3H12A	GO_Biological_Process_2025
Cellular Response to Lipid (GO:0071396)	2/234	0.0184354549828797	0.0562200201248848	0	0	10.6411637931034	42.4952701791632	RAMP3;ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Leukocyte Activation (GO:0002695)	1/21	0.0187400067082949	0.0562200201248848	0	0	58.7117647058824	233.502244963605	ZC3H12A	GO_Biological_Process_2025
Cellular Response to Estradiol Stimulus (GO:0071392)	1/21	0.0187400067082949	0.0562200201248848	0	0	58.7117647058824	233.502244963605	RAMP3	GO_Biological_Process_2025
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	1/21	0.0187400067082949	0.0562200201248848	0	0	58.7117647058824	233.502244963605	PDGFB	GO_Biological_Process_2025
Positive Regulation of Extracellular Matrix Organization (GO:1903055)	1/21	0.0187400067082949	0.0562200201248848	0	0	58.7117647058824	233.502244963605	SMAD3	GO_Biological_Process_2025
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	3/652	0.0195328758015365	0.0572952617054465	0	0	5.957781201849	23.4477790881388	RAMP3;SMAD3;PDGFB	GO_Biological_Process_2025
Positive Regulation of p38MAPK Cascade (GO:1900745)	1/22	0.0196240651712844	0.0572952617054465	0	0	55.9131652661064	219.79457723602	ZC3H12A	GO_Biological_Process_2025
Regulation of Calcium Ion Import (GO:0090279)	1/22	0.0196240651712844	0.0572952617054465	0	0	55.9131652661064	219.79457723602	PDGFB	GO_Biological_Process_2025
Placenta Development (GO:0001890)	1/23	0.0205073714570784	0.0583122649257793	0	0	53.3689839572193	207.443686227371	PDGFB	GO_Biological_Process_2025
Modulation by Host of Viral Genome Replication (GO:0044827)	1/23	0.0205073714570784	0.0583122649257793	0	0	53.3689839572193	207.443686227371	ZC3H12A	GO_Biological_Process_2025
Monocyte Chemotaxis (GO:0002548)	1/23	0.0205073714570784	0.0583122649257793	0	0	53.3689839572193	207.443686227371	PDGFB	GO_Biological_Process_2025
Regulation of Lipid Storage (GO:0010883)	1/24	0.0213899261577365	0.0596955382824239	0	0	51.0460358056266	196.263595698386	ZC3H12A	GO_Biological_Process_2025
Cytokine-Mediated Signaling Pathway (GO:0019221)	2/255	0.0216584346598263	0.0596955382824239	0	0	9.74752964426878	37.3560457168343	NUMBL;PDGFB	GO_Biological_Process_2025
Cell Surface Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	1/25	0.0222717298790695	0.0596955382824239	0	0	48.9166666666667	186.100382608801	SMAD3	GO_Biological_Process_2025
Negative Regulation of Interleukin-1 Beta Production (GO:0032691)	1/25	0.0222717298790695	0.0596955382824239	0	0	48.9166666666667	186.100382608801	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901223)	1/25	0.0222717298790695	0.0596955382824239	0	0	48.9166666666667	186.100382608801	ZC3H12A	GO_Biological_Process_2025
Activin Receptor Signaling Pathway (GO:0032924)	1/25	0.0222717298790695	0.0596955382824239	0	0	48.9166666666667	186.100382608801	SMAD3	GO_Biological_Process_2025
Retinoic Acid Metabolic Process (GO:0042573)	1/25	0.0222717298790695	0.0596955382824239	0	0	48.9166666666667	186.100382608801	BCO2	GO_Biological_Process_2025
Positive Regulation of Nuclear Division (GO:0051785)	1/26	0.0231527832149217	0.0615525212299137	0	0	46.9576470588235	176.825607237972	PDGFB	GO_Biological_Process_2025
in Utero Embryonic Development (GO:0001701)	1/27	0.0240330867565966	0.0628705549552567	0	0	45.1493212669683	168.331288274658	PDGFB	GO_Biological_Process_2025
Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)	1/27	0.0240330867565966	0.0628705549552567	0	0	45.1493212669683	168.331288274658	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of DNA-templated Transcription (GO:0045893)	4/1274	0.0244427463921899	0.062991667731461	0	0	4.20967379077615	15.6238749860061	SMAD3;ZC3H12A;PDGFB;GNL3	GO_Biological_Process_2025
Regulation of DNA Biosynthetic Process (GO:2000278)	1/28	0.0249126411012733	0.062991667731461	0	0	43.4749455337691	160.52601632868	PDGFB	GO_Biological_Process_2025
Negative Regulation of Type II Interferon Production (GO:0032689)	1/28	0.0249126411012733	0.062991667731461	0	0	43.4749455337691	160.52601632868	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Fibroblast Proliferation (GO:0048146)	1/28	0.0249126411012733	0.062991667731461	0	0	43.4749455337691	160.52601632868	PDGFB	GO_Biological_Process_2025
Negative Regulation of Interleukin-1 Production (GO:0032692)	1/29	0.02579144685281	0.062991667731461	0	0	41.9201680672269	153.331916845589	ZC3H12A	GO_Biological_Process_2025
Regulation of Platelet Activation (GO:0010543)	1/29	0.02579144685281	0.062991667731461	0	0	41.9201680672269	153.331916845589	PDGFB	GO_Biological_Process_2025
Positive Regulation of Defense Response to Virus by Host (GO:0002230)	1/29	0.02579144685281	0.062991667731461	0	0	41.9201680672269	153.331916845589	ZC3H12A	GO_Biological_Process_2025
Negative Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900016)	1/30	0.0266695046006179	0.062991667731461	0	0	40.47261663286	146.682254158328	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429)	1/30	0.0266695046006179	0.062991667731461	0	0	40.47261663286	146.682254158328	SMAD3	GO_Biological_Process_2025
Negative Regulation of Ossification (GO:0030279)	1/30	0.0266695046006179	0.062991667731461	0	0	40.47261663286	146.682254158328	SMAD3	GO_Biological_Process_2025
Positive Regulation of Calcium Ion Transport (GO:0051928)	1/30	0.0266695046006179	0.062991667731461	0	0	40.47261663286	146.682254158328	PDGFB	GO_Biological_Process_2025
Positive Regulation of Calcium-Mediated Signaling (GO:0050850)	1/30	0.0266695046006179	0.062991667731461	0	0	40.47261663286	146.682254158328	RAMP3	GO_Biological_Process_2025
Regulation of Chemotaxis (GO:0050920)	1/30	0.0266695046006179	0.062991667731461	0	0	40.47261663286	146.682254158328	PDGFB	GO_Biological_Process_2025
Cellular Response to Cytokine Stimulus (GO:0071345)	2/289	0.0273358408174445	0.062991667731461	0	0	8.57796167247387	30.8768584443608	NUMBL;ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Nitric Oxide Metabolic Process (GO:1904407)	1/31	0.0275468149406695	0.062991667731461	0	0	39.121568627451	140.519524554554	SMAD3	GO_Biological_Process_2025
Regulation of Macrophage Activation (GO:0043030)	1/31	0.0275468149406695	0.062991667731461	0	0	39.121568627451	140.519524554554	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Signaling (GO:0023056)	1/31	0.0275468149406695	0.062991667731461	0	0	39.121568627451	140.519524554554	RAMP3	GO_Biological_Process_2025
Negative Regulation of Blood Coagulation (GO:0030195)	1/31	0.0275468149406695	0.062991667731461	0	0	39.121568627451	140.519524554554	PDGFB	GO_Biological_Process_2025
Negative Regulation of Fat Cell Differentiation (GO:0045599)	1/32	0.0284233784701103	0.0632275153722861	0	0	37.8576850094877	134.793926217316	SMAD3	GO_Biological_Process_2025
Positive Regulation of Locomotion (GO:0040017)	1/32	0.0284233784701103	0.0632275153722861	0	0	37.8576850094877	134.793926217316	PDGFB	GO_Biological_Process_2025
Negative Regulation of Interleukin-6 Production (GO:0032715)	1/32	0.0284233784701103	0.0632275153722861	0	0	37.8576850094877	134.793926217316	ZC3H12A	GO_Biological_Process_2025
miRNA Processing (GO:0035196)	1/32	0.0284233784701103	0.0632275153722861	0	0	37.8576850094877	134.793926217316	SMAD3	GO_Biological_Process_2025
Positive Regulation of Cell Differentiation (GO:0045597)	2/297	0.02875104771008	0.0635242743324065	0	0	8.34194915254237	29.606253826802	SMAD3;ZC3H12A	GO_Biological_Process_2025
Response to Estradiol (GO:0032355)	1/33	0.0292991957903236	0.0638546559054702	0	0	36.6727941176471	129.46212215949	RAMP3	GO_Biological_Process_2025
Positive Regulation of Cell Development (GO:0010720)	1/33	0.0292991957903236	0.0638546559054702	0	0	36.6727941176471	129.46212215949	NUMBL	GO_Biological_Process_2025
Regulation of Cell Population Proliferation (GO:0042127)	3/769	0.0300283517226951	0.0638546559054702	0	0	5.01723237597911	17.588476477097	SMAD3;PDGFB;GNL3	GO_Biological_Process_2025
Organophosphate Biosynthetic Process (GO:0090407)	1/34	0.030174267482518	0.0638546559054702	0	0	35.5597147950089	124.486232983082	TKT	GO_Biological_Process_2025
Positive Regulation of Carbohydrate Metabolic Process (GO:0045913)	1/34	0.030174267482518	0.0638546559054702	0	0	35.5597147950089	124.486232983082	PDGFB	GO_Biological_Process_2025
Regulation of Cardiac Muscle Contraction (GO:0055117)	1/34	0.030174267482518	0.0638546559054702	0	0	35.5597147950089	124.486232983082	ZC3H12A	GO_Biological_Process_2025
Positive Regulation of Macromolecule Metabolic Process (GO:0010604)	1/35	0.0310485941558708	0.0638546559054702	0	0	34.5121107266436	119.833011206414	RAMP3	GO_Biological_Process_2025
Positive Regulation of Mitotic Nuclear Division (GO:0045840)	1/35	0.0310485941558708	0.0638546559054702	0	0	34.5121107266436	119.833011206414	PDGFB	GO_Biological_Process_2025
Regulation of Mitochondrial Membrane Potential (GO:0051881)	1/35	0.0310485941558708	0.0638546559054702	0	0	34.5121107266436	119.833011206414	BCO2	GO_Biological_Process_2025
Response to Transforming Growth Factor Beta (GO:0071559)	1/35	0.0310485941558708	0.0638546559054702	0	0	34.5121107266436	119.833011206414	SMAD3	GO_Biological_Process_2025
Regulation of p38MAPK Cascade (GO:1900744)	1/35	0.0310485941558708	0.0638546559054702	0	0	34.5121107266436	119.833011206414	ZC3H12A	GO_Biological_Process_2025
Regulation of Defense Response to Virus by Host (GO:0050691)	1/38	0.0336671099659209	0.0683797823531438	0	0	31.7090620031797	107.532845482074	ZC3H12A	GO_Biological_Process_2025
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/38	0.0336671099659209	0.0683797823531438	0	0	31.7090620031797	107.532845482074	PDGFB	GO_Biological_Process_2025
Positive Regulation of SMAD Protein Signal Transduction (GO:0060391)	1/39	0.0345384624837868	0.0697165261246807	0	0	30.8730650154799	103.90891060407	SMAD3	GO_Biological_Process_2025
Positive Regulation of DNA Biosynthetic Process (GO:2000573)	1/41	0.0362789419461595	0.0727804540883078	0	0	29.3264705882353	97.2617622366435	PDGFB	GO_Biological_Process_2025
Positive Regulation of Cell Migration (GO:0030335)	2/344	0.0376424871432345	0.0750554469258395	0	0	7.17836257309942	23.5423150241859	ZC3H12A;PDGFB	GO_Biological_Process_2025
